Tipo de residuo;Tipo de tratamiento;Clase de peligrosidad;periodo;Total
12.4. Residuos de combustión;Recuperación;PELIGROSO;2012;274.461
12.4. Residuos de combustión;Recuperación;PELIGROSO;2011;118.788
12.4. Residuos de combustión;Recuperación;PELIGROSO;2010;164.977
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2020;1.271.878
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2019;2.924.819
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2018;2.269.208
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2017;2.157.691
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2016;2.263.487
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2015;2.213.714
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2014;1.626.169
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2013;1.760.415
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2012;2.114.942
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2011;1.616.188
12.4. Residuos de combustión;Recuperación;TOTAL GENERAL;2010;2.134.686
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2020;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2019;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2018;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2017;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2016;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2015;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2014;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2013;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2012;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2011;0
12.4. Residuos de combustión;Operaciones de relleno;NO PELIGROSO;2010;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2020;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2019;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2018;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2017;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2016;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2015;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2014;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2013;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2012;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2011;0
12.4. Residuos de combustión;Operaciones de relleno;PELIGROSO;2010;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2020;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2019;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2018;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2017;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2016;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2015;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2014;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2013;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2012;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2011;0
12.4. Residuos de combustión;Operaciones de relleno;TOTAL GENERAL;2010;0
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2020;829.775
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2019;2.758.125
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2018;3.377.178
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2017;3.959.391
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2016;3.785.543
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2015;5.097.071
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2014;5.538.500
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2013;4.912.888
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2012;4.881.188
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2011;2.202.919
12.4. Residuos de combustión;Vertido;NO PELIGROSO;2010;2.162.258
12.4. Residuos de combustión;Vertido;PELIGROSO;2020;126.082
12.4. Residuos de combustión;Vertido;PELIGROSO;2019;124.076
12.4. Residuos de combustión;Vertido;PELIGROSO;2018;127.339
12.4. Residuos de combustión;Vertido;PELIGROSO;2017;166.732
12.4. Residuos de combustión;Vertido;PELIGROSO;2016;119.238
12.4. Residuos de combustión;Vertido;PELIGROSO;2015;139.759
12.4. Residuos de combustión;Vertido;PELIGROSO;2014;58.457
12.4. Residuos de combustión;Vertido;PELIGROSO;2013;49.274
12.4. Residuos de combustión;Vertido;PELIGROSO;2012;50.072
12.4. Residuos de combustión;Vertido;PELIGROSO;2011;234.054
12.4. Residuos de combustión;Vertido;PELIGROSO;2010;192.973
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2020;955.857
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2019;2.882.201
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2018;3.504.517
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2017;4.126.123
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2016;3.904.781
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2015;5.236.830
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2014;5.596.957
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2013;4.962.162
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2012;4.931.260
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2011;2.436.973
12.4. Residuos de combustión;Vertido;TOTAL GENERAL;2010;2.355.231
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2020;0
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2019;2.574
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2018;0
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2017;500
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2016;1.050
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2015;0
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2014;0
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2013;0
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2012;0
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2011;0
12.4. Residuos de combustión;Incineración;NO PELIGROSO;2010;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2020;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2019;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2018;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2017;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2016;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2015;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2014;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2013;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2012;0
12.4. Residuos de combustión;Incineración;PELIGROSO;2011;7
12.4. Residuos de combustión;Incineración;PELIGROSO;2010;72
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2020;0
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2019;2.574
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2018;0
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2017;500
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2016;1.050
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2015;0
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2014;0
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2013;0
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2012;0
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2011;7
12.4. Residuos de combustión;Incineración;TOTAL GENERAL;2010;72
12.4. Residuos de combustión;Total;NO PELIGROSO;2020;1.851.928
12.4. Residuos de combustión;Total;NO PELIGROSO;2019;5.517.441
12.4. Residuos de combustión;Total;NO PELIGROSO;2018;5.477.969
12.4. Residuos de combustión;Total;NO PELIGROSO;2017;5.911.573
12.4. Residuos de combustión;Total;NO PELIGROSO;2016;5.864.423
12.4. Residuos de combustión;Total;NO PELIGROSO;2015;7.129.678
12.4. Residuos de combustión;Total;NO PELIGROSO;2014;6.923.302
12.4. Residuos de combustión;Total;NO PELIGROSO;2013;6.433.114
12.4. Residuos de combustión;Total;NO PELIGROSO;2012;6.721.669
12.4. Residuos de combustión;Total;NO PELIGROSO;2011;3.700.319
12.4. Residuos de combustión;Total;NO PELIGROSO;2010;4.131.967
12.4. Residuos de combustión;Total;PELIGROSO;2020;375.807
12.4. Residuos de combustión;Total;PELIGROSO;2019;292.153
12.4. Residuos de combustión;Total;PELIGROSO;2018;295.756
12.4. Residuos de combustión;Total;PELIGROSO;2017;372.741
12.4. Residuos de combustión;Total;PELIGROSO;2016;304.895
12.4. Residuos de combustión;Total;PELIGROSO;2015;320.866
12.4. Residuos de combustión;Total;PELIGROSO;2014;299.824
12.4. Residuos de combustión;Total;PELIGROSO;2013;289.463
12.4. Residuos de combustión;Total;PELIGROSO;2012;324.533
12.4. Residuos de combustión;Total;PELIGROSO;2011;352.849
12.4. Residuos de combustión;Total;PELIGROSO;2010;358.022
12.4. Residuos de combustión;Total;TOTAL GENERAL;2020;2.227.735
12.4. Residuos de combustión;Total;TOTAL GENERAL;2019;5.809.594
12.4. Residuos de combustión;Total;TOTAL GENERAL;2018;5.773.725
12.4. Residuos de combustión;Total;TOTAL GENERAL;2017;6.284.314
12.4. Residuos de combustión;Total;TOTAL GENERAL;2016;6.169.318
12.4. Residuos de combustión;Total;TOTAL GENERAL;2015;7.450.544
12.4. Residuos de combustión;Total;TOTAL GENERAL;2014;7.223.126
12.4. Residuos de combustión;Total;TOTAL GENERAL;2013;6.722.577
12.4. Residuos de combustión;Total;TOTAL GENERAL;2012;7.046.202
12.4. Residuos de combustión;Total;TOTAL GENERAL;2011;4.053.168
12.4. Residuos de combustión;Total;TOTAL GENERAL;2010;4.489.989
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2020;877
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2019;1.497
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2018;481
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2017;3.392
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2016;2.209
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2015;8
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2014;1.198
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2013;1.243
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2012;1.453
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2011;1.091
12.7. Lodos de drenaje;Recuperación;NO PELIGROSO;2010;1.944
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2020;0
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2019;32
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2018;55
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2017;173
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2016;166
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2015;169
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2014;0
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2013;0
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2012;308
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2011;564
12.7. Lodos de drenaje;Recuperación;PELIGROSO;2010;80
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2020;877
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2019;1.529
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2018;536
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2017;3.565
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2016;2.375
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2015;177
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2014;1.198
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2013;1.243
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2012;1.761
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2011;1.655
12.7. Lodos de drenaje;Recuperación;TOTAL GENERAL;2010;2.024
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2020;142
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2019;12
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2018;41
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2017;55
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2016;502
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2015;0
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2014;0
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2013;0
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2012;0
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2011;0
12.7. Lodos de drenaje;Operaciones de relleno;NO PELIGROSO;2010;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2020;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2019;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2018;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2017;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2016;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2015;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2014;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2013;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2012;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2011;0
12.7. Lodos de drenaje;Operaciones de relleno;PELIGROSO;2010;0
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2020;142
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2019;12
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2018;41
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2017;55
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2016;502
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2015;0
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2014;0
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2013;0
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2012;0
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2011;0
12.7. Lodos de drenaje;Operaciones de relleno;TOTAL GENERAL;2010;0
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2020;6.618
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2019;7.232
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2018;2.749
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2017;6.424
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2016;145
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2015;1.052
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2014;248
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2013;172
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2012;12
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2011;869
12.7. Lodos de drenaje;Vertido;NO PELIGROSO;2010;18
12.7. Lodos de drenaje;Vertido;PELIGROSO;2020;0
12.7. Lodos de drenaje;Vertido;PELIGROSO;2019;19
12.7. Lodos de drenaje;Vertido;PELIGROSO;2018;33
12.7. Lodos de drenaje;Vertido;PELIGROSO;2017;103
12.7. Lodos de drenaje;Vertido;PELIGROSO;2016;99
12.7. Lodos de drenaje;Vertido;PELIGROSO;2015;0
12.7. Lodos de drenaje;Vertido;PELIGROSO;2014;0
12.7. Lodos de drenaje;Vertido;PELIGROSO;2013;0
12.7. Lodos de drenaje;Vertido;PELIGROSO;2012;185
12.7. Lodos de drenaje;Vertido;PELIGROSO;2011;5
12.7. Lodos de drenaje;Vertido;PELIGROSO;2010;424
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2020;6.618
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2019;7.251
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2018;2.782
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2017;6.527
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2016;244
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2015;1.052
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2014;248
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2013;172
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2012;197
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2011;874
12.7. Lodos de drenaje;Vertido;TOTAL GENERAL;2010;442
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2020;0
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2019;0
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2018;0
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2017;0
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2016;0
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2015;0
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2014;0
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2013;0
12.7. Lodos de drenaje;Incineración;NO PELIGROSO;2012;0
