Tipo de residuo;Tipo de tratamiento;Clase de peligrosidad;periodo;Total
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;PELIGROSO;2010;5.989
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2020;22.303.887
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2019;20.326.885
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2018;18.668.089
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2017;18.088.120
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2016;13.850.989
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2015;13.222.094
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2014;7.401.936
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2013;8.456.265
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2012;21.321.065
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2011;29.470.277
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Recuperación;TOTAL GENERAL;2010;46.157.748
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2020;4.359.027
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2019;14.525.595
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2018;12.147.938
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2017;4.247.640
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2016;6.011.709
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2015;9.269.236
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2014;12.989.838
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2013;11.026.267
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2012;8.149.861
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2011;6.665.050
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;NO PELIGROSO;2010;5.666.961
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2020;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2019;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2018;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2017;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2016;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2015;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2014;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2013;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2012;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2011;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;PELIGROSO;2010;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2020;4.359.027
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2019;14.525.595
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2018;12.147.938
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2017;4.247.640
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2016;6.011.709
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2015;9.269.236
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2014;12.989.838
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2013;11.026.267
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2012;8.149.861
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2011;6.665.050
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Operaciones de relleno;TOTAL GENERAL;2010;5.666.961
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2020;11.553.838
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2019;26.007.260
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2018;34.768.746
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2017;39.494.887
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2016;35.712.854
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2015;28.537.459
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2014;23.624.160
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2013;23.141.680
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2012;24.443.844
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2011;29.478.840
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;NO PELIGROSO;2010;23.538.080
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2020;93.653
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2019;88.599
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2018;116.456
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2017;102.888
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2016;121.323
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2015;157.011
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2014;120.840
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2013;110.874
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2012;168.633
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2011;203.067
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;PELIGROSO;2010;270.556
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2020;11.647.491
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2019;26.095.859
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2018;34.885.202
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2017;39.597.775
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2016;35.834.177
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2015;28.694.470
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2014;23.745.000
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2013;23.252.554
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2012;24.612.477
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2011;29.681.907
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Vertido;TOTAL GENERAL;2010;23.808.636
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2020;4.459
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2019;5
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2018;4
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2017;6
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2016;6
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2015;3
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2014;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2013;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2012;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2011;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;NO PELIGROSO;2010;255.220
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2020;56
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2019;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2018;7
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2017;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2016;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2015;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2014;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2013;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2012;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2011;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;PELIGROSO;2010;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2020;4.515
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2019;5
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2018;11
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2017;6
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2016;6
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2015;3
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2014;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2013;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2012;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2011;0
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Incineración;TOTAL GENERAL;2010;255.220
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2020;38.208.758
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2019;60.843.830
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2018;65.568.369
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2017;61.786.260
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2016;55.517.078
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2015;51.003.646
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2014;44.000.208
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2013;42.605.042
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2012;53.894.234
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2011;65.578.817
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;NO PELIGROSO;2010;75.612.020
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2020;106.162
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2019;104.514
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2018;132.871
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2017;147.281
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2016;179.803
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2015;182.157
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2014;136.566
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2013;130.044
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2012;189.169
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2011;238.417
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;PELIGROSO;2010;276.545
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2020;38.314.920
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2019;60.948.344
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2018;65.701.240
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2017;61.933.541
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2016;55.696.881
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2015;51.185.803
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2014;44.136.774
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2013;42.735.086
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2012;54.083.403
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2011;65.817.234
12.1 + 12.2 + 12.3 + 12.5 + 12.6 Residuos minerales de construcción y demolición, de amianto, de minerales naturales, de minerales diversos y suelos;Total;TOTAL GENERAL;2010;75.888.565
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2020;1.022.153
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2019;2.756.742
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2018;2.100.791
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2017;1.951.682
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2016;2.077.830
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2015;2.032.607
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2014;1.384.802
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2013;1.520.226
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2012;1.840.481
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2011;1.497.400
12.4. Residuos de combustión;Recuperación;NO PELIGROSO;2010;1.969.709
12.4. Residuos de combustión;Recuperación;PELIGROSO;2020;249.725
12.4. Residuos de combustión;Recuperación;PELIGROSO;2019;168.077
12.4. Residuos de combustión;Recuperación;PELIGROSO;2018;168.417
12.4. Residuos de combustión;Recuperación;PELIGROSO;2017;206.009
12.4. Residuos de combustión;Recuperación;PELIGROSO;2016;185.657
12.4. Residuos de combustión;Recuperación;PELIGROSO;2015;181.107
12.4. Residuos de combustión;Recuperación;PELIGROSO;2014;241.367
12.4. Residuos de combustión;Recuperación;PELIGROSO;2013;240.189
